id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1615033254 ,6aeb30de-7e5c-346c-a954-88f4b6a980d3,  -20.939350 ,  -49.125500 ,2023-01-02 17:09:00,Brasil,SÃO PAULO,UCHOA,Mata Atlântica
 1615033255 ,08bc1ffc-56f6-377f-8cd6-1f00d70d2317,  -21.920710 ,  -47.151090 ,2023-01-02 17:09:00,Brasil,SÃO PAULO,CASA BRANCA,Cerrado
 1615033256 ,3352f136-4a8c-3e2f-8a9e-346c5fad870f,  -22.697960 ,  -48.042900 ,2023-01-02 17:09:00,Brasil,SÃO PAULO,PIRACICABA,Cerrado
 1616089573 ,ab959e9e-283a-3132-9505-76b8e6ba89ad,  -21.069480 ,  -50.599550 ,2023-01-11 17:00:00,Brasil,SÃO PAULO,ARAÇATUBA,Mata Atlântica
 1616089574 ,34209a89-e64c-3852-b81a-5bef89a0c83d,  -24.113290 ,  -49.330940 ,2023-01-11 16:58:00,Brasil,SÃO PAULO,ITARARÉ,Cerrado
 1616089653 ,ebcceb01-8001-3e42-8f3c-cbc8c2d2fffd,  -20.424890 ,  -49.972590 ,2023-01-11 17:00:00,Brasil,SÃO PAULO,VOTUPORANGA,Cerrado
 1616289026 ,ff48f1d4-8a27-3052-bb62-b561accfae29,  -20.311790 ,  -48.431030 ,2023-01-13 16:47:00,Brasil,SÃO PAULO,GUAÍRA,Cerrado
 1616289041 ,eb1c65b1-770e-3353-8568-3a5c45d21646,  -21.680550 ,  -48.925190 ,2023-01-13 16:47:00,Brasil,SÃO PAULO,BORBOREMA,Cerrado
 1616289042 ,c53407a3-a052-3b04-9376-455e07ed3ca9,  -21.790420 ,  -48.603530 ,2023-01-13 16:47:00,Brasil,SÃO PAULO,NOVA EUROPA,Cerrado
 1616625379 ,4ff73a15-b199-37c2-9227-1a8dbe5950c3,  -21.446260 ,  -49.438060 ,2023-01-16 17:17:00,Brasil,SÃO PAULO,NOVO HORIZONTE,Mata Atlântica
 1616625386 ,8c18d192-7fdb-39c2-a887-973cbd061c1d,  -21.510010 ,  -51.242890 ,2023-01-16 17:17:00,Brasil,SÃO PAULO,PACAEMBU,Mata Atlântica
 1616625393 ,b2a3fb90-6e43-3b28-9e57-2dcd28d7f36d,  -21.684680 ,  -48.931120 ,2023-01-16 17:17:00,Brasil,SÃO PAULO,BORBOREMA,Cerrado
 1616625427 ,54083f32-9118-31c0-be6b-921f06c8ba15,  -23.441180 ,  -45.081200 ,2023-01-16 17:15:00,Brasil,SÃO PAULO,UBATUBA,Mata Atlântica
 1616625474 ,e487f974-52a2-3def-b5d0-1cbf7f4044dc,  -21.798010 ,  -48.052080 ,2023-01-16 17:17:00,Brasil,SÃO PAULO,ARARAQUARA,Cerrado
 1616625484 ,7c701268-df84-30df-9041-61bd1199e0cf,  -22.514650 ,  -48.511340 ,2023-01-16 17:15:00,Brasil,SÃO PAULO,BARRA BONITA,Cerrado
 1616625485 ,a8eab46e-9e7d-308f-ba1e-e1e48a5d47e7,  -22.518860 ,  -49.532830 ,2023-01-16 17:15:00,Brasil,SÃO PAULO,LUCIANÓPOLIS,Cerrado
 1616625488 ,51b0b2cb-7ee6-3bb3-920d-205c34dbf021,  -22.786520 ,  -48.362960 ,2023-01-16 17:15:00,Brasil,SÃO PAULO,BOTUCATU,Cerrado
 1617355562 ,fdeae3e8-0f53-33aa-a936-5877fd1a99f4,  -21.323120 ,  -51.333560 ,2023-01-23 17:19:00,Brasil,SÃO PAULO,IRAPURU,Mata Atlântica
 1617355563 ,f17dd6cf-097d-31be-8139-9014ea35f4ed,  -23.749980 ,  -48.972050 ,2023-01-23 17:19:00,Brasil,SÃO PAULO,ITAPEVA,Cerrado
 1617355697 ,0f4f924b-25b8-31e8-b803-a79710df4d44,  -21.177990 ,  -51.679540 ,2023-01-23 17:19:00,Brasil,SÃO PAULO,SÃO JOÃO DO PAU D'ALHO,Mata Atlântica
 1617561798 ,feca471a-9c1f-39be-8e0b-2939a5cbf832,  -19.880180 ,  -50.382470 ,2023-01-25 17:06:00,Brasil,SÃO PAULO,OUROESTE,Mata Atlântica
 1617561831 ,a3120d09-c360-309c-bf38-315cde275b24,  -20.530860 ,  -48.562310 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,BARRETOS,Cerrado
 1617561832 ,ba1c73f5-9859-3e1d-af0a-0f976e13348e,  -20.180120 ,  -48.031200 ,2023-01-25 17:06:00,Brasil,SÃO PAULO,MIGUELÓPOLIS,Cerrado
 1617561833 ,7d7733a4-0ede-3847-a08c-ad73e01308e5,  -20.473330 ,  -49.851740 ,2023-01-25 17:06:00,Brasil,SÃO PAULO,COSMORAMA,Cerrado
 1617561835 ,bd2091ca-56fe-3ac7-8179-2e497f59f80e,  -20.884440 ,  -47.547870 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,BATATAIS,Cerrado
 1617561836 ,2e7daa4d-a643-3857-9198-90bd2423d2d9,  -21.017830 ,  -48.042580 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,PONTAL,Cerrado
 1617561837 ,04fa21e3-36be-38de-bb0c-31b011a3c783,  -21.221550 ,  -50.869050 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,VALPARAÍSO,Mata Atlântica
 1617561839 ,05061572-ed3d-34a8-bd7f-c95b11c95b92,  -22.187560 ,  -47.082820 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,MOGI GUAÇU,Cerrado
 1617561841 ,20983848-b010-34d2-ba59-e1e058ae7a44,  -22.217760 ,  -46.909960 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,ESTIVA GERBI,Cerrado
 1617561843 ,5746f376-e9fb-3545-8d04-7d9fdfb291ec,  -22.487480 ,  -47.576080 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,SANTA GERTRUDES,Mata Atlântica
 1617561844 ,03f0e37f-ceff-35ee-aa58-db89c35e3dae,  -22.540370 ,  -51.302830 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,TACIBA,Mata Atlântica
 1617561845 ,3f50d852-5bb5-3c43-8318-a93e234165bd,  -22.588370 ,  -52.660350 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,EUCLIDES DA CUNHA PAULISTA,Mata Atlântica
 1617561846 ,67fec5ba-7ed7-330b-a97b-a718a716593e,  -22.678710 ,  -49.830560 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,SÃO PEDRO DO TURVO,Cerrado
 1617561891 ,bb1c9a26-d362-3eb3-a7b2-42cf7b561b83,  -22.842370 ,  -47.683970 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,SALTINHO,Cerrado
 1617561893 ,1c5ea8a1-1f23-3a77-8326-c02eb37efdc0,  -22.982100 ,  -47.108070 ,2023-01-25 17:04:00,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica
 1617757892 ,6f62f141-9b6b-3d7d-823f-cbf3bfeed2f2,  -20.024350 ,  -49.333670 ,2023-01-27 16:52:00,Brasil,SÃO PAULO,PAULO DE FARIA,Cerrado
