id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 29968707 ,55b07831-5abb-11e8-911c-28924ad12c5c,  -20.700000 ,  -48.513000 ,2006-04-28 17:11:00,Brasil,SÃO PAULO,COLINA,Cerrado
 29968702 ,55b0782c-5abb-11e8-911c-28924ad12c5c,  -21.595000 ,  -48.343000 ,2006-04-28 17:11:00,Brasil,SÃO PAULO,MATÃO,Cerrado
 29968700 ,55b0782a-5abb-11e8-911c-28924ad12c5c,  -19.961000 ,  -50.568000 ,2006-04-28 17:11:00,Brasil,SÃO PAULO,MESÓPOLIS,Mata Atlântica
 29719034 ,55ac564c-5abb-11e8-911c-28924ad12c5c,  -20.853000 ,  -48.190000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 29719033 ,55ac564b-5abb-11e8-911c-28924ad12c5c,  -20.675000 ,  -48.287000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 29719029 ,55ac5649-5abb-11e8-911c-28924ad12c5c,  -20.845000 ,  -48.187000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 29719028 ,55ac5648-5abb-11e8-911c-28924ad12c5c,  -20.859000 ,  -47.825000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,SALES OLIVEIRA,Cerrado
 29719026 ,55ac5646-5abb-11e8-911c-28924ad12c5c,  -20.852000 ,  -48.180000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 29719022 ,55ac5644-5abb-11e8-911c-28924ad12c5c,  -21.038000 ,  -51.531000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,CASTILHO,Mata Atlântica
 29719021 ,55ac5643-5abb-11e8-911c-28924ad12c5c,  -20.843000 ,  -48.177000 ,2006-04-07 16:53:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 29740617 ,6750b47c-5abb-11e8-911c-28924ad12c5c,  -21.242000 ,  -49.071000 ,2006-04-09 16:40:00,Brasil,SÃO PAULO,MARAPOAMA,Mata Atlântica
 29750711 ,6751cc97-5abb-11e8-911c-28924ad12c5c,  -20.937000 ,  -50.467000 ,2006-04-10 17:23:00,Brasil,SÃO PAULO,SANTO ANTÔNIO DO ARACANGUÁ,Mata Atlântica
 29750701 ,55ad5489-5abb-11e8-911c-28924ad12c5c,  -20.933000 ,  -50.473000 ,2006-04-10 17:23:00,Brasil,SÃO PAULO,SANTO ANTÔNIO DO ARACANGUÁ,Mata Atlântica
 29763722 ,55ad566c-5abb-11e8-911c-28924ad12c5c,  -21.476000 ,  -50.141000 ,2006-04-11 16:28:00,Brasil,SÃO PAULO,PENÁPOLIS,Mata Atlântica
 29773897 ,67535cbb-5abb-11e8-911c-28924ad12c5c,  -20.843000 ,  -47.555000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,BATATAIS,Cerrado
 29773896 ,67535cba-5abb-11e8-911c-28924ad12c5c,  -21.719000 ,  -49.457000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,CAFELÂNDIA,Mata Atlântica
 29773895 ,67535cb9-5abb-11e8-911c-28924ad12c5c,  -21.527000 ,  -48.730000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,ITÁPOLIS,Cerrado
 29773894 ,67535cb8-5abb-11e8-911c-28924ad12c5c,  -21.667000 ,  -48.517000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,TABATINGA,Cerrado
 29773887 ,55ade3ee-5abb-11e8-911c-28924ad12c5c,  -21.756000 ,  -51.580000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,RIBEIRÃO DOS ÍNDIOS,Mata Atlântica
 29773885 ,55ade3ec-5abb-11e8-911c-28924ad12c5c,  -20.111000 ,  -49.908000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,CARDOSO,Mata Atlântica
 29773884 ,55ade3eb-5abb-11e8-911c-28924ad12c5c,  -21.656000 ,  -48.526000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,TABATINGA,Cerrado
 29773882 ,55ade3ea-5abb-11e8-911c-28924ad12c5c,  -21.725000 ,  -49.461000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,CAFELÂNDIA,Mata Atlântica
 29773868 ,55ade3e5-5abb-11e8-911c-28924ad12c5c,  -21.730000 ,  -50.082000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,GETULINA,Mata Atlântica
 29773866 ,55ade3e3-5abb-11e8-911c-28924ad12c5c,  -21.724000 ,  -49.451000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,CAFELÂNDIA,Mata Atlântica
 29773865 ,55ade3e2-5abb-11e8-911c-28924ad12c5c,  -21.758000 ,  -51.590000 ,2006-04-12 17:11:00,Brasil,SÃO PAULO,PIQUEROBI,Mata Atlântica
 29773862 ,55ade3df-5abb-11e8-911c-28924ad12c5c,  -22.335000 ,  -48.030000 ,2006-04-12 17:10:00,Brasil,SÃO PAULO,BROTAS,Cerrado
 29773850 ,55ade3db-5abb-11e8-911c-28924ad12c5c,  -22.855000 ,  -48.080000 ,2006-04-12 17:10:00,Brasil,SÃO PAULO,CONCHAS,Cerrado
 29789891 ,6754f207-5abb-11e8-911c-28924ad12c5c,  -22.567000 ,  -51.606000 ,2006-04-13 17:53:00,Brasil,SÃO PAULO,PIRAPOZINHO,Mata Atlântica
 29799375 ,67560431-5abb-11e8-911c-28924ad12c5c,  -21.449000 ,  -49.063000 ,2006-04-14 16:59:00,Brasil,SÃO PAULO,ITAJOBI,Cerrado
 29799374 ,67560430-5abb-11e8-911c-28924ad12c5c,  -21.119000 ,  -50.685000 ,2006-04-14 16:59:00,Brasil,SÃO PAULO,GUARARAPES,Mata Atlântica
 29799402 ,55ade691-5abb-11e8-911c-28924ad12c5c,  -21.451000 ,  -49.073000 ,2006-04-14 16:59:00,Brasil,SÃO PAULO,NOVO HORIZONTE,Cerrado
