id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1584248663 ,ec877848-5acb-34f8-a8bb-4bfb386d4bce,  -20.966670 ,  -47.831300 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,JARDINÓPOLIS,Cerrado
 1584248678 ,75059c94-5004-38a4-bf28-c762a077894f,  -21.816240 ,  -46.985690 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,CASA BRANCA,Cerrado
 1584248694 ,c339452b-0f12-3329-8dd3-04a0353e3cca,  -21.982900 ,  -49.018920 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,IACANGA,Cerrado
 1584248720 ,fad12fd6-660a-3818-81b0-fb95ee4028a9,  -21.984270 ,  -49.028710 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,IACANGA,Cerrado
 1584248732 ,feb50dcf-3c87-3d2b-9c3b-9b194e218f45,  -23.031270 ,  -46.274620 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,PIRACAIA,Mata Atlântica
 1584248747 ,73202150-745e-3e7c-870a-dfd78c0bf93c,  -23.327200 ,  -47.301460 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,ITU,Mata Atlântica
 1584248770 ,6b341ea1-ab68-369d-8cdc-87a195a36a23,  -23.328660 ,  -47.311310 ,2022-04-17 17:05:00,Brasil,SÃO PAULO,ITU,Mata Atlântica
 1584651030 ,9128e0a0-6322-386a-9499-735ef5f175a9,  -22.538400 ,  -47.509400 ,2022-04-21 16:39:00,Brasil,SÃO PAULO,IRACEMÁPOLIS,Mata Atlântica
 1584651379 ,e1ab2cf7-367e-30d7-b8de-e5d431e15aa6,  -22.545260 ,  -47.502300 ,2022-04-21 16:39:00,Brasil,SÃO PAULO,IRACEMÁPOLIS,Mata Atlântica
 1584651384 ,c5402e9d-eae4-3c62-bccb-85629fb327f9,  -23.307000 ,  -46.776920 ,2022-04-21 16:39:00,Brasil,SÃO PAULO,FRANCO DA ROCHA,Mata Atlântica
 1584651469 ,100676ab-f302-3693-9362-78e9d5bcf0bc,  -22.787820 ,  -49.333330 ,2022-04-21 16:39:00,Brasil,SÃO PAULO,ÁGUAS DE SANTA BÁRBARA,Cerrado
 1584716225 ,4557248f-1fc6-3f5e-bbda-33174d7ec08a,  -20.498450 ,  -51.141300 ,2022-04-22 17:22:00,Brasil,SÃO PAULO,SUZANÁPOLIS,Mata Atlântica
 1584716274 ,9845a515-4e05-3b3c-a7c8-0167eacef50a,  -22.668420 ,  -50.100840 ,2022-04-22 17:22:00,Brasil,SÃO PAULO,CAMPOS NOVOS PAULISTA,Cerrado
 1584716283 ,7af498c4-58d7-3293-be5a-6ffec2151a1a,  -22.224660 ,  -46.914860 ,2022-04-22 17:22:00,Brasil,SÃO PAULO,ESTIVA GERBI,Cerrado
 1584716336 ,e38704a8-32fe-3889-8fbd-7b7c96a6e7b1,  -20.324670 ,  -50.501910 ,2022-04-22 17:22:00,Brasil,SÃO PAULO,JALES,Mata Atlântica
 1584716381 ,ad17a38b-44d0-317d-9a8c-65c1624549a3,  -22.698830 ,  -47.429380 ,2022-04-22 17:22:00,Brasil,SÃO PAULO,LIMEIRA,Cerrado
 1584716383 ,a1bd717e-361a-3d80-afe2-5d203e368f0f,  -22.953420 ,  -48.716010 ,2022-04-22 17:22:00,Brasil,SÃO PAULO,ITATINGA,Cerrado
