id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 379719363 ,a3130182-7582-3f57-ad35-9ea2eff48126,  -20.672000 ,  -47.445000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,RESTINGA,Cerrado
 379719501 ,60d18567-b528-3253-a666-89bbbaa0cd1c,  -21.548000 ,  -49.674000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,LINS,Mata Atlântica
 379719476 ,66b9b95f-68ad-3b39-9d18-9efd26272f32,  -22.802000 ,  -50.021000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,IBIRAREMA,Mata Atlântica
 379719478 ,07d36884-0507-3021-a1d8-c5f85bef98ac,  -22.793000 ,  -50.029000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,IBIRAREMA,Mata Atlântica
 379719479 ,4f0da127-f72d-3a98-b797-9ce008914716,  -22.792000 ,  -50.019000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,IBIRAREMA,Mata Atlântica
 379719496 ,80f64321-584b-3679-af5d-899aed6c73b9,  -22.321000 ,  -49.617000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,GÁLIA,Mata Atlântica
 379719497 ,80a099d3-3484-328e-8722-869dae7d0285,  -22.013000 ,  -49.391000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,PIRAJUÍ,Mata Atlântica
 379719498 ,c192f9aa-9b57-36f0-a2a9-c50432a4da18,  -22.011000 ,  -49.381000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,PIRAJUÍ,Mata Atlântica
 379719499 ,f32cfa46-b1f8-384a-acd1-3fbbdf38cc41,  -21.980000 ,  -49.416000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,PIRAJUÍ,Mata Atlântica
 379719472 ,3ea7e1d1-e4eb-355f-ae2e-9f288ecd9571,  -23.116000 ,  -49.516000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,BERNARDINO DE CAMPOS,Mata Atlântica
 379719473 ,2e4c83e4-fd86-3784-9a59-6a0affb8706f,  -23.057000 ,  -49.622000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,IPAUSSU,Mata Atlântica
 379719447 ,8348d03b-6004-3878-be9c-2a1f3ab23506,  -21.117000 ,  -51.254000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,MIRANDÓPOLIS,Mata Atlântica
 379719448 ,31163f88-bddf-31f9-af4b-f48c46998991,  -21.115000 ,  -51.244000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,MIRANDÓPOLIS,Mata Atlântica
 379719449 ,d10a5619-84a4-3135-bf71-d2d42d841b25,  -21.114000 ,  -51.234000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,MIRANDÓPOLIS,Mata Atlântica
 379719121 ,e4387cb0-a5ba-3b0d-9fb7-40cbb91ced2d,  -23.689000 ,  -49.156000 ,2018-07-27 17:05:00,Brasil,SÃO PAULO,CORONEL MACEDO,Cerrado
 384257361 ,05f2adec-454d-3e32-ac4f-097c85062d5f,  -21.764000 ,  -48.125000 ,2018-07-29 16:55:00,Brasil,SÃO PAULO,ARARAQUARA,Cerrado
 384257229 ,f30b52a8-a979-3e9a-b709-d1577c9a09d9,  -23.430000 ,  -47.415000 ,2018-07-29 16:55:00,Brasil,SÃO PAULO,SOROCABA,Mata Atlântica
 384257396 ,67665263-efe4-3135-93f2-27ed43a3cc2e,  -20.902000 ,  -49.299000 ,2018-07-29 16:55:00,Brasil,SÃO PAULO,CEDRAL,Mata Atlântica
 293897152 ,144dd0e1-6d09-3f26-a11d-4f5b59c16029,  -20.874000 ,  -48.387000 ,2018-01-18 16:55:00,Brasil,SÃO PAULO,VIRADOURO,Cerrado
 293897151 ,fc903c6f-0587-38e3-95b9-25ea01153c8c,  -20.696000 ,  -47.240000 ,2018-01-18 16:55:00,Brasil,SÃO PAULO,PATROCÍNIO PAULISTA,Cerrado
 293897150 ,02052a2d-4815-31f0-ad83-cbe87231843e,  -20.805000 ,  -48.090000 ,2018-01-18 16:55:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 293847629 ,e3921789-ad24-382e-90cf-792b2fbaf73b,  -22.234000 ,  -50.892000 ,2018-01-16 17:05:00,Brasil,SÃO PAULO,RANCHARIA,Mata Atlântica
 293847627 ,79cbbc43-da24-31eb-9ec2-67812bba57aa,  -20.937000 ,  -47.487000 ,2018-01-16 17:05:00,Brasil,SÃO PAULO,BATATAIS,Cerrado
 293847626 ,9ae64df2-ed42-3d1c-8a15-7577683dc374,  -20.358000 ,  -47.856000 ,2018-01-16 17:05:00,Brasil,SÃO PAULO,ITUVERAVA,Cerrado
 293897167 ,ba8d3517-6625-3389-b8d9-3ac50d8285e4,  -21.133000 ,  -50.823000 ,2018-01-18 16:55:00,Brasil,SÃO PAULO,VALPARAÍSO,Mata Atlântica
 293897166 ,6657838c-0d65-3269-a84e-06a0b4229762,  -20.582000 ,  -51.024000 ,2018-01-18 16:55:00,Brasil,SÃO PAULO,PEREIRA BARRETO,Mata Atlântica
 293897139 ,b90d69ae-8b3d-391f-a4c6-0ba99efe60bc,  -22.363000 ,  -51.124000 ,2018-01-18 16:55:00,Brasil,SÃO PAULO,MARTINÓPOLIS,Cerrado
 293946896 ,7dd34bec-1a30-3d36-ad19-e758367c8f88,  -22.365000 ,  -47.471000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,ARARAS,Mata Atlântica
 293946895 ,c9baf327-1813-3f5d-bf0e-d233cbd26cdc,  -22.318000 ,  -47.533000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,RIO CLARO,Mata Atlântica
 293946844 ,7af75d6c-cf5d-3ea2-ac4e-97fdf618f2e4,  -21.733000 ,  -47.051000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,CASA BRANCA,Cerrado
 293946842 ,fab8b81c-7fd4-3401-adf2-cbceeb71863b,  -21.539000 ,  -48.281000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,DOBRADA,Cerrado
 293946841 ,94b6acaf-4887-3451-8c21-dd4b3401b297,  -20.252000 ,  -48.478000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,GUAÍRA,Cerrado
 293946894 ,2f7a18af-6168-39af-b7f8-a824db0b5b44,  -22.081000 ,  -48.746000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,BARIRI,Mata Atlântica
 293946893 ,793ebc66-3ee9-3104-90d1-8be6797b4e26,  -20.363000 ,  -50.371000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,SÃO JOÃO DAS DUAS PONTES,Mata Atlântica
 293946843 ,6d539994-8a6c-3c4d-b6cf-bea1969f73dd,  -22.185000 ,  -51.098000 ,2018-01-20 16:40:00,Brasil,SÃO PAULO,MARTINÓPOLIS,Cerrado
 293996156 ,6cdca6c4-4fdc-3fe6-a99b-a9039a79ed24,  -20.330000 ,  -48.319000 ,2018-01-22 16:30:00,Brasil,SÃO PAULO,GUAÍRA,Cerrado
 293996157 ,866b6736-b8d9-3ca4-9ee9-c5bca10ee3cd,  -20.641000 ,  -48.235000 ,2018-01-22 16:30:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 294549316 ,591ef9ab-b25c-3524-b546-4161c1f3fd5e,  -24.035000 ,  -46.522000 ,2018-01-23 17:10:00,Brasil,SÃO PAULO,PRAIA GRANDE,Mata Atlântica
 294549313 ,54483fb2-a1d6-3025-83fd-42be0ece1624,  -20.244000 ,  -48.313000 ,2018-01-23 17:10:00,Brasil,SÃO PAULO,GUAÍRA,Cerrado
 294549403 ,42a5b585-24b5-3393-a398-9ac20b992a39,  -22.552000 ,  -52.755000 ,2018-01-23 17:10:00,Brasil,SÃO PAULO,ROSANA,Mata Atlântica
 294049659 ,51733a40-f817-315c-bf4f-954e68fc95e2,  -20.670000 ,  -48.199000 ,2018-01-25 17:00:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 294049658 ,65d4f021-7d1e-31db-a6bc-cce16bad5a27,  -20.509000 ,  -48.232000 ,2018-01-25 17:00:00,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado
 294050007 ,6900db45-5a17-3415-b996-b14c7d4f1af1,  -20.790000 ,  -48.850000 ,2018-01-25 17:00:00,Brasil,SÃO PAULO,SEVERÍNIA,Mata Atlântica
 294087002 ,6544caf8-8367-339b-b67b-ae60fa9bbd10,  -20.478000 ,  -48.507000 ,2018-01-27 16:45:00,Brasil,SÃO PAULO,BARRETOS,Cerrado
 294087689 ,cd8b2679-68f1-36d8-b642-f8e137ed4805,  -20.601000 ,  -48.830000 ,2018-01-27 16:45:00,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica
 294087011 ,7d73425c-ac50-3284-83f9-62cacabe610b,  -20.271000 ,  -50.538000 ,2018-01-27 16:45:00,Brasil,SÃO PAULO,JALES,Mata Atlântica
 294087010 ,3c2204c6-f7e0-3dba-b919-838a1abfda3f,  -20.273000 ,  -50.554000 ,2018-01-27 16:45:00,Brasil,SÃO PAULO,JALES,Mata Atlântica
 294087009 ,9988da44-eab2-3db5-b096-46d28a0cd491,  -20.274000 ,  -50.543000 ,2018-01-27 16:50:00,Brasil,SÃO PAULO,JALES,Mata Atlântica
 293494679 ,bbe7f36d-dbc6-3b08-850b-cea3373c21f0,  -23.517000 ,  -46.904000 ,2018-01-04 16:40:00,Brasil,SÃO PAULO,BARUERI,Mata Atlântica
 293494690 ,758a88d3-8866-3e8b-ac51-a8628b07868b,  -21.705000 ,  -48.298000 ,2018-01-04 16:40:00,Brasil,SÃO PAULO,ARARAQUARA,Cerrado
 293779630 ,dc9ecce9-9561-35b9-9404-e5536eb8244d,  -21.494000 ,  -47.840000 ,2018-01-13 16:35:00,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado
 293724497 ,37c443a1-5e40-3ee3-9ec4-5aee2a67241f,  -21.965000 ,  -49.576000 ,2018-01-11 16:45:00,Brasil,SÃO PAULO,GUARANTÃ,Mata Atlântica
 293494677 ,7eb2138d-ce4f-3edc-8c02-8eb01fb4cb66,  -23.262000 ,  -47.112000 ,2018-01-04 16:40:00,Brasil,SÃO PAULO,CABREÚVA,Mata Atlântica
 293405113 ,fd61f39a-107d-36b0-8bb9-662ead4cbbd5,  -23.279000 ,  -46.681000 ,2018-02-03 16:55:00,Brasil,SÃO PAULO,FRANCO DA ROCHA,Mata Atlântica
 293405078 ,f9dd014b-d694-3f7e-b0e0-6060e054c878,  -22.240000 ,  -47.197000 ,2018-02-03 16:55:00,Brasil,SÃO PAULO,MOGI GUAÇU,Cerrado
 293405077 ,e2a00ece-0b24-3010-8853-7f072cfe3cfe,  -21.361000 ,  -48.072000 ,2018-02-03 16:55:00,Brasil,SÃO PAULO,PRADÓPOLIS,Cerrado
 293405112 ,f12c932a-dddd-3c8a-95f5-4d506e3f7472,  -22.749000 ,  -50.393000 ,2018-02-03 16:55:00,Brasil,SÃO PAULO,CÂNDIDO MOTA,Mata Atlântica
 293405111 ,f97af1e0-3f41-30d4-bd33-112938cd39b7,  -22.084000 ,  -50.755000 ,2018-02-03 16:55:00,Brasil,SÃO PAULO,JOÃO RAMALHO,Mata Atlântica
